Numer_zgloszenia;Czas_naprawy;Rodzaj
870;11.05.2015 01:21;restart
831;11.05.2015 04:08;restart
839;11.05.2015 07:26;wymiana
884;11.05.2015 09:13;restart
886;11.05.2015 11:08;restart
886;11.05.2015 11:51;wymiana
869;11.05.2015 12:10;wymiana
864;11.05.2015 13:38;wymiana
859;11.05.2015 13:48;wymiana
872;11.05.2015 15:59;wymiana
890;11.05.2015 18:34;restart
860;11.05.2015 19:24;wymiana
884;11.05.2015 20:51;wymiana
886;11.05.2015 22:12;wymiana
862;11.05.2015 23:16;restart
873;12.05.2015 01:30;restart
893;12.05.2015 02:00;wymiana
865;12.05.2015 03:00;restart
890;12.05.2015 05:18;restart
884;12.05.2015 05:19;restart
887;12.05.2015 05:40;restart
886;12.05.2015 06:23;restart
859;12.05.2015 06:43;wymiana
890;12.05.2015 07:36;restart
890;12.05.2015 08:33;restart
881;12.05.2015 09:16;restart
856;12.05.2015 13:18;wymiana
848;12.05.2015 13:42;wymiana
892;12.05.2015 14:27;wymiana
885;12.05.2015 14:48;wymiana
860;12.05.2015 15:03;wymiana
850;12.05.2015 15:17;wymiana
867;12.05.2015 16:11;wymiana
895;12.05.2015 16:14;wymiana
890;12.05.2015 18:55;restart
851;13.05.2015 00:25;restart
860;13.05.2015 02:00;restart
855;13.05.2015 02:03;restart
899;13.05.2015 02:51;wymiana
896;13.05.2015 03:23;restart
866;13.05.2015 05:10;restart
893;13.05.2015 06:01;restart
875;13.05.2015 07:04;restart
899;13.05.2015 08:18;restart
902;13.05.2015 10:05;wymiana
877;13.05.2015 10:09;restart
875;13.05.2015 13:11;restart
882;13.05.2015 15:13;wymiana
898;13.05.2015 17:42;wymiana
871;13.05.2015 18:20;wymiana
871;13.05.2015 19:35;restart
858;13.05.2015 20:36;restart
903;13.05.2015 21:28;wymiana
901;13.05.2015 23:34;wymiana
892;14.05.2015 00:44;wymiana
894;14.05.2015 01:52;restart
885;14.05.2015 02:17;wymiana
889;14.05.2015 03:22;restart
898;14.05.2015 09:16;wymiana
884;14.05.2015 09:33;restart
888;14.05.2015 10:20;restart
905;14.05.2015 12:05;wymiana
906;14.05.2015 13:05;wymiana
895;14.05.2015 13:10;restart
888;14.05.2015 13:22;wymiana
868;14.05.2015 14:35;restart
876;14.05.2015 14:49;restart
875;14.05.2015 17:06;wymiana
912;14.05.2015 17:33;restart
905;14.05.2015 18:37;restart
909;14.05.2015 20:40;restart
884;14.05.2015 20:42;wymiana
899;14.05.2015 21:25;wymiana
875;14.05.2015 21:26;restart
894;15.05.2015 00:30;wymiana
904;15.05.2015 02:27;wymiana
900;15.05.2015 02:51;wymiana
909;15.05.2015 04:12;restart
910;15.05.2015 12:23;restart
917;15.05.2015 13:24;wymiana
908;15.05.2015 14:07;wymiana
874;15.05.2015 15:30;restart
903;15.05.2015 15:31;wymiana
907;15.05.2015 15:33;restart
895;15.05.2015 18:02;restart
916;15.05.2015 19:28;wymiana
879;15.05.2015 20:05;wymiana
901;15.05.2015 20:34;wymiana
922;15.05.2015 21:00;restart
913;15.05.2015 21:32;restart
886;15.05.2015 21:41;restart
904;16.05.2015 00:03;restart
905;16.05.2015 03:19;restart
896;16.05.2015 06:39;wymiana
882;16.05.2015 07:45;wymiana
875;16.05.2015 07:51;restart
916;16.05.2015 10:21;restart
888;16.05.2015 13:38;wymiana
922;16.05.2015 15:28;wymiana
922;16.05.2015 15:31;restart
904;16.05.2015 16:45;wymiana
896;16.05.2015 18:19;restart
907;16.05.2015 19:27;restart
876;16.05.2015 19:39;wymiana
882;16.05.2015 21:09;wymiana
892;16.05.2015 23:20;wymiana
909;17.05.2015 00:22;restart
909;17.05.2015 01:07;wymiana
927;17.05.2015 02:12;restart
922;17.05.2015 02:18;wymiana
893;17.05.2015 02:34;wymiana
928;17.05.2015 04:18;wymiana
888;17.05.2015 04:25;wymiana
894;17.05.2015 06:59;wymiana
880;17.05.2015 07:11;wymiana
894;17.05.2015 08:29;restart
883;17.05.2015 10:23;wymiana
915;17.05.2015 10:28;restart
892;17.05.2015 11:51;wymiana
919;17.05.2015 12:25;restart
896;17.05.2015 16:07;wymiana
888;17.05.2015 16:37;restart
903;17.05.2015 18:12;wymiana
928;17.05.2015 18:12;restart
893;17.05.2015 18:49;restart
916;17.05.2015 19:04;wymiana
920;17.05.2015 19:53;wymiana
918;18.05.2015 00:22;wymiana
925;18.05.2015 05:55;wymiana
895;18.05.2015 05:58;wymiana
898;18.05.2015 07:08;wymiana
916;18.05.2015 07:25;wymiana
909;18.05.2015 07:26;restart
911;18.05.2015 12:24;restart
891;18.05.2015 12:47;restart
894;18.05.2015 14:36;wymiana
893;18.05.2015 15:31;wymiana
899;18.05.2015 20:48;wymiana
905;18.05.2015 21:20;wymiana
937;18.05.2015 22:50;wymiana
904;18.05.2015 23:25;restart
896;18.05.2015 23:46;restart
905;19.05.2015 00:34;wymiana
903;19.05.2015 01:08;restart
935;19.05.2015 03:10;wymiana
928;19.05.2015 03:46;restart
904;19.05.2015 07:07;restart
939;19.05.2015 10:58;restart
897;19.05.2015 11:37;restart
944;19.05.2015 12:25;restart
928;19.05.2015 16:11;wymiana
923;19.05.2015 19:54;restart
901;19.05.2015 22:59;restart
914;19.05.2015 23:25;wymiana
928;20.05.2015 00:10;wymiana
921;20.05.2015 00:14;restart
918;20.05.2015 02:10;wymiana
926;20.05.2015 03:17;wymiana
929;20.05.2015 06:00;restart
930;20.05.2015 09:46;restart
949;20.05.2015 09:51;restart
943;20.05.2015 10:51;wymiana
940;20.05.2015 11:44;wymiana
933;20.05.2015 14:48;restart
931;20.05.2015 15:01;wymiana
946;20.05.2015 19:59;wymiana
944;20.05.2015 21:01;restart
956;21.05.2015 06:23;wymiana
948;21.05.2015 09:29;wymiana
936;21.05.2015 09:34;restart
936;21.05.2015 14:25;restart
950;21.05.2015 15:08;restart
949;21.05.2015 15:54;restart
957;21.05.2015 17:18;restart
918;21.05.2015 21:38;wymiana
956;21.05.2015 22:09;restart
956;21.05.2015 23:10;wymiana
942;22.05.2015 02:53;restart
943;22.05.2015 03:06;restart
948;22.05.2015 04:47;restart
958;22.05.2015 09:19;wymiana
924;22.05.2015 09:38;wymiana
936;22.05.2015 12:24;restart
927;22.05.2015 14:13;wymiana
927;22.05.2015 14:17;restart
951;22.05.2015 14:17;wymiana
934;22.05.2015 19:20;restart
938;22.05.2015 20:48;restart
927;22.05.2015 22:27;wymiana
944;22.05.2015 23:01;wymiana
963;23.05.2015 01:12;restart
964;23.05.2015 02:47;restart
956;23.05.2015 05:33;restart
932;23.05.2015 06:03;wymiana
949;23.05.2015 10:07;wymiana
953;23.05.2015 11:14;restart
963;23.05.2015 12:03;wymiana
941;23.05.2015 18:32;wymiana
960;23.05.2015 20:28;wymiana
933;23.05.2015 21:28;wymiana
945;24.05.2015 02:02;restart
964;24.05.2015 03:17;wymiana
967;24.05.2015 03:54;restart
972;24.05.2015 05:10;wymiana
944;24.05.2015 07:38;wymiana
943;24.05.2015 13:07;restart
969;24.05.2015 15:02;wymiana
969;24.05.2015 15:41;wymiana
960;24.05.2015 19:10;wymiana
955;24.05.2015 23:30;wymiana
948;25.05.2015 00:23;restart
952;25.05.2015 03:11;restart
954;25.05.2015 08:17;restart
973;25.05.2015 12:11;restart
943;25.05.2015 16:34;wymiana
954;25.05.2015 17:02;restart
947;25.05.2015 18:32;restart
966;26.05.2015 01:12;wymiana
972;26.05.2015 03:13;wymiana
971;26.05.2015 03:13;restart
960;26.05.2015 04:55;wymiana
943;26.05.2015 05:51;wymiana
977;26.05.2015 08:03;restart
981;26.05.2015 08:24;wymiana
984;26.05.2015 11:41;restart
968;26.05.2015 15:01;wymiana
984;26.05.2015 15:40;wymiana
964;26.05.2015 16:16;wymiana
972;26.05.2015 17:09;restart
969;26.05.2015 18:26;restart
954;26.05.2015 18:46;wymiana
989;26.05.2015 20:28;restart
968;26.05.2015 21:09;restart
963;26.05.2015 22:00;wymiana
977;26.05.2015 23:37;wymiana
963;27.05.2015 03:29;wymiana
984;27.05.2015 04:03;wymiana
965;27.05.2015 06:20;wymiana
956;27.05.2015 06:42;wymiana
974;27.05.2015 10:17;wymiana
980;27.05.2015 10:53;wymiana
974;27.05.2015 11:29;wymiana
982;27.05.2015 11:42;wymiana
954;27.05.2015 12:41;wymiana
991;27.05.2015 13:35;wymiana
985;27.05.2015 14:35;restart
985;27.05.2015 16:34;wymiana
969;27.05.2015 16:59;restart
993;27.05.2015 17:06;wymiana
985;27.05.2015 21:57;wymiana
960;27.05.2015 22:40;restart
988;28.05.2015 01:33;restart
970;28.05.2015 01:42;restart
975;28.05.2015 02:42;wymiana
990;28.05.2015 03:40;wymiana
991;28.05.2015 03:47;restart
962;28.05.2015 05:13;restart
987;28.05.2015 08:11;wymiana
964;28.05.2015 08:22;restart
1000;28.05.2015 12:20;wymiana
983;28.05.2015 12:35;restart
978;28.05.2015 14:14;wymiana
959;28.05.2015 16:39;restart
986;28.05.2015 20:43;restart
961;28.05.2015 22:11;restart
997;29.05.2015 03:46;wymiana
960;29.05.2015 05:08;wymiana
978;29.05.2015 05:42;wymiana
993;29.05.2015 06:00;restart
984;29.05.2015 06:24;restart
1004;29.05.2015 06:51;wymiana
977;29.05.2015 07:55;wymiana
988;29.05.2015 11:10;wymiana
994;29.05.2015 12:31;restart
963;29.05.2015 12:41;wymiana
1005;29.05.2015 13:10;restart
1004;29.05.2015 13:54;restart
983;29.05.2015 14:12;wymiana
968;29.05.2015 14:38;wymiana
986;29.05.2015 15:21;restart
1011;29.05.2015 17:31;wymiana
981;29.05.2015 17:55;restart
986;29.05.2015 19:07;wymiana
1004;29.05.2015 19:40;wymiana
1004;29.05.2015 20:27;wymiana
967;29.05.2015 23:04;wymiana
1015;30.05.2015 01:49;wymiana
995;30.05.2015 03:05;restart
998;30.05.2015 08:10;wymiana
1016;30.05.2015 11:01;restart
988;30.05.2015 16:07;wymiana
1016;30.05.2015 19:52;wymiana
1019;30.05.2015 20:06;wymiana
978;31.05.2015 00:43;wymiana
1007;31.05.2015 01:36;restart
1016;31.05.2015 02:06;wymiana
1019;31.05.2015 03:17;restart
1010;31.05.2015 04:23;restart
992;31.05.2015 07:10;wymiana
1016;31.05.2015 09:05;restart
985;31.05.2015 12:38;wymiana
977;31.05.2015 13:06;wymiana
1020;31.05.2015 14:04;restart
1019;31.05.2015 14:36;restart
1026;31.05.2015 15:34;wymiana
983;31.05.2015 17:22;restart
976;31.05.2015 18:20;restart
1008;31.05.2015 18:29;wymiana
983;31.05.2015 19:43;wymiana
977;31.05.2015 20:52;restart
979;31.05.2015 21:04;wymiana
1022;31.05.2015 21:30;wymiana
1015;31.05.2015 21:46;wymiana
991;31.05.2015 22:20;restart
1023;01.06.2015 00:40;wymiana
984;01.06.2015 01:32;wymiana
999;01.06.2015 05:05;restart
981;01.06.2015 06:02;wymiana
985;01.06.2015 06:35;wymiana
981;01.06.2015 06:37;restart
1009;01.06.2015 07:41;wymiana
993;01.06.2015 09:40;restart
990;01.06.2015 12:27;wymiana
1004;01.06.2015 12:30;restart
1033;01.06.2015 14:14;restart
991;01.06.2015 14:34;restart
991;01.06.2015 18:06;wymiana
1018;01.06.2015 19:47;wymiana
1002;01.06.2015 19:50;wymiana
1032;01.06.2015 20:42;restart
1010;01.06.2015 20:46;wymiana
1015;01.06.2015 21:33;wymiana
1033;01.06.2015 22:02;wymiana
1019;01.06.2015 22:15;restart
1022;02.06.2015 02:00;restart
1012;02.06.2015 02:58;wymiana
1028;02.06.2015 05:18;wymiana
1022;02.06.2015 07:18;wymiana
996;02.06.2015 08:22;restart
1036;02.06.2015 09:35;restart
1027;02.06.2015 09:43;restart
1031;02.06.2015 10:15;restart
1032;02.06.2015 16:38;restart
1031;02.06.2015 17:58;wymiana
1021;02.06.2015 18:17;wymiana
1002;02.06.2015 18:30;wymiana
1010;02.06.2015 22:41;wymiana
1032;02.06.2015 23:58;restart
1001;03.06.2015 00:31;restart
1002;03.06.2015 00:34;wymiana
1013;03.06.2015 03:52;wymiana
1015;03.06.2015 10:48;restart
1031;03.06.2015 11:20;wymiana
1030;03.06.2015 11:38;restart
1047;03.06.2015 13:05;restart
1010;03.06.2015 16:33;restart
1035;03.06.2015 17:17;wymiana
1003;03.06.2015 19:11;restart
1014;03.06.2015 20:03;restart
1041;03.06.2015 20:48;wymiana
1021;03.06.2015 21:34;restart
1032;03.06.2015 22:07;wymiana
1032;03.06.2015 22:28;restart
1049;04.06.2015 03:51;restart
1049;04.06.2015 04:43;restart
1044;04.06.2015 05:01;wymiana
1037;04.06.2015 06:33;restart
1043;04.06.2015 06:57;restart
1038;04.06.2015 08:27;wymiana
1010;04.06.2015 10:27;restart
1025;04.06.2015 10:53;restart
1052;04.06.2015 11:35;wymiana
1049;04.06.2015 13:19;restart
1045;04.06.2015 18:39;restart
1006;04.06.2015 19:05;restart
1035;04.06.2015 19:39;restart
1049;04.06.2015 19:58;restart
1050;04.06.2015 22:53;wymiana
1042;05.06.2015 01:30;restart
1040;05.06.2015 09:44;restart
1050;05.06.2015 10:14;restart
1023;05.06.2015 12:23;wymiana
1048;05.06.2015 13:02;wymiana
1055;05.06.2015 13:05;restart
1048;05.06.2015 14:44;restart
1035;05.06.2015 15:08;restart
1034;05.06.2015 15:31;wymiana
1046;05.06.2015 15:58;restart
1017;05.06.2015 16:06;wymiana
1037;05.06.2015 19:09;restart
1048;05.06.2015 21:30;restart
1021;05.06.2015 22:22;wymiana
1043;05.06.2015 23:20;restart
1051;05.06.2015 23:58;restart
1056;06.06.2015 00:11;restart
1061;06.06.2015 03:07;restart
1050;06.06.2015 05:23;restart
1019;06.06.2015 06:04;wymiana
1043;06.06.2015 06:15;wymiana
1053;06.06.2015 06:25;wymiana
1051;06.06.2015 07:10;wymiana
1064;06.06.2015 10:27;wymiana
1054;06.06.2015 11:20;wymiana
1057;06.06.2015 12:19;restart
1045;06.06.2015 13:08;restart
1063;06.06.2015 13:36;restart
1048;06.06.2015 15:32;wymiana
1034;06.06.2015 16:25;wymiana
1065;06.06.2015 17:39;restart
1034;06.06.2015 18:01;restart
1037;06.06.2015 23:13;wymiana
1033;07.06.2015 00:21;restart
1039;07.06.2015 01:19;wymiana
1027;07.06.2015 01:20;restart
1051;07.06.2015 04:27;restart
1037;07.06.2015 04:32;restart
1027;07.06.2015 04:42;wymiana
1029;07.06.2015 05:35;wymiana
1045;07.06.2015 07:38;wymiana
1052;07.06.2015 09:17;wymiana
1024;07.06.2015 09:21;restart
1062;07.06.2015 09:35;wymiana
1057;07.06.2015 10:34;wymiana
1060;07.06.2015 11:21;wymiana
1066;07.06.2015 16:30;wymiana
1033;08.06.2015 00:33;wymiana
1052;08.06.2015 09:06;wymiana
1045;08.06.2015 09:22;wymiana
1035;08.06.2015 11:01;wymiana
1056;08.06.2015 12:31;wymiana
1074;08.06.2015 15:28;wymiana
1056;08.06.2015 16:57;wymiana
1056;08.06.2015 18:03;restart
1051;08.06.2015 18:51;wymiana
1067;08.06.2015 21:08;restart
1054;08.06.2015 21:41;restart
1056;08.06.2015 22:52;wymiana
1068;09.06.2015 02:20;restart
1074;09.06.2015 04:45;wymiana
1038;09.06.2015 06:30;wymiana
1060;09.06.2015 08:43;wymiana
1079;09.06.2015 10:13;restart
1082;09.06.2015 10:41;restart
1054;09.06.2015 12:26;wymiana
1057;09.06.2015 13:31;restart
1045;09.06.2015 20:14;restart
1066;09.06.2015 20:45;wymiana
1050;10.06.2015 00:44;wymiana
1079;10.06.2015 02:11;restart
1087;10.06.2015 06:00;restart
1086;10.06.2015 07:24;restart
1068;10.06.2015 07:50;restart
1050;10.06.2015 10:03;restart
1078;10.06.2015 10:40;wymiana
1077;10.06.2015 11:58;restart
1052;10.06.2015 12:12;restart
1075;10.06.2015 18:00;restart
1075;10.06.2015 20:52;wymiana
1069;10.06.2015 22:33;restart
1074;10.06.2015 23:38;restart
1088;11.06.2015 00:05;wymiana
1074;11.06.2015 03:51;restart
1058;11.06.2015 04:41;restart
1059;11.06.2015 06:21;wymiana
1070;11.06.2015 09:15;restart
1084;11.06.2015 10:25;restart
1093;11.06.2015 11:36;restart
1075;11.06.2015 15:50;wymiana
1089;11.06.2015 17:27;restart
1093;11.06.2015 17:37;restart
1057;11.06.2015 18:14;restart
1060;11.06.2015 19:50;wymiana
1071;11.06.2015 23:31;restart
1083;11.06.2015 23:59;wymiana
1066;12.06.2015 02:59;restart
1060;12.06.2015 09:00;restart
1071;12.06.2015 13:07;wymiana
1071;12.06.2015 17:46;restart
1097;12.06.2015 18:56;wymiana
1071;12.06.2015 22:17;wymiana
1075;13.06.2015 00:03;restart
1098;13.06.2015 00:26;restart
1103;13.06.2015 01:40;wymiana
1104;13.06.2015 02:42;wymiana
1098;13.06.2015 02:49;restart
1066;13.06.2015 03:44;restart
1066;13.06.2015 03:50;restart
1102;13.06.2015 09:32;wymiana
1093;13.06.2015 11:24;restart
1107;13.06.2015 15:37;restart
1074;13.06.2015 17:15;restart
1087;13.06.2015 19:16;wymiana
1109;13.06.2015 21:04;restart
1081;13.06.2015 21:49;wymiana
1072;13.06.2015 22:47;wymiana
1094;13.06.2015 23:46;restart
1107;13.06.2015 23:54;restart
1085;14.06.2015 00:11;restart
1098;14.06.2015 01:16;restart
1071;14.06.2015 03:52;wymiana
1103;14.06.2015 04:07;restart
1073;14.06.2015 04:26;restart
1107;14.06.2015 04:49;restart
1109;14.06.2015 06:29;restart
1109;14.06.2015 08:11;wymiana
1093;14.06.2015 08:18;restart
1109;14.06.2015 11:30;restart
1113;14.06.2015 13:37;wymiana
1109;14.06.2015 13:43;restart
1086;14.06.2015 21:02;wymiana
1091;15.06.2015 00:00;restart
1110;15.06.2015 00:35;restart
1076;15.06.2015 01:55;restart
1080;15.06.2015 04:12;wymiana
1093;15.06.2015 05:26;restart
1114;15.06.2015 09:53;restart
1107;15.06.2015 11:45;wymiana
1116;15.06.2015 17:52;wymiana
1092;15.06.2015 23:26;wymiana
1101;16.06.2015 03:25;restart
1098;16.06.2015 04:00;wymiana
1123;16.06.2015 05:40;wymiana
1114;16.06.2015 07:56;restart
1119;16.06.2015 08:59;wymiana
1114;16.06.2015 10:07;restart
1096;16.06.2015 11:03;restart
1106;16.06.2015 11:18;restart
1117;16.06.2015 11:51;restart
1090;16.06.2015 12:45;restart
1100;16.06.2015 15:21;wymiana
1103;16.06.2015 19:55;restart
1123;16.06.2015 20:24;restart
1108;16.06.2015 20:33;wymiana
1091;16.06.2015 21:18;wymiana
1122;16.06.2015 23:51;wymiana
1107;16.06.2015 23:59;wymiana
1091;17.06.2015 05:38;restart
1105;17.06.2015 07:45;restart
1095;17.06.2015 08:28;wymiana
1126;17.06.2015 10:34;restart
1091;17.06.2015 13:28;wymiana
1119;17.06.2015 15:53;restart
1116;17.06.2015 16:20;restart
1132;17.06.2015 21:09;wymiana
1119;17.06.2015 21:40;restart
1123;17.06.2015 22:10;restart
1116;17.06.2015 22:47;wymiana
1130;17.06.2015 23:28;wymiana
1098;18.06.2015 01:28;wymiana
1099;18.06.2015 02:20;wymiana
1143;18.06.2015 10:53;wymiana
1115;18.06.2015 12:50;wymiana
1140;18.06.2015 12:53;restart
1118;18.06.2015 17:29;restart
1125;18.06.2015 18:02;restart
1114;18.06.2015 18:03;wymiana
1123;18.06.2015 19:36;wymiana
1139;19.06.2015 02:07;restart
1111;19.06.2015 03:17;wymiana
1128;19.06.2015 08:34;restart
1148;19.06.2015 11:20;wymiana
1138;19.06.2015 12:45;restart
1137;19.06.2015 14:57;restart
1116;19.06.2015 17:40;wymiana
1125;19.06.2015 17:42;restart
1146;20.06.2015 01:13;wymiana
1120;20.06.2015 01:49;wymiana
1112;20.06.2015 01:58;restart
1146;20.06.2015 08:03;wymiana
1138;20.06.2015 10:30;restart
1144;20.06.2015 12:02;wymiana
1116;20.06.2015 12:42;wymiana
1130;20.06.2015 16:19;restart
1144;20.06.2015 17:41;restart
1125;20.06.2015 20:39;wymiana
1128;21.06.2015 01:13;restart
1152;21.06.2015 02:51;restart
1159;21.06.2015 05:51;restart
1136;21.06.2015 08:58;restart
1119;21.06.2015 10:35;restart
1149;21.06.2015 10:52;restart
1131;21.06.2015 11:09;wymiana
1114;21.06.2015 12:07;wymiana
1155;21.06.2015 14:48;restart
1154;21.06.2015 15:11;wymiana
1121;21.06.2015 15:21;restart
1129;21.06.2015 16:10;wymiana
1137;21.06.2015 16:12;wymiana
1167;21.06.2015 16:37;restart
1151;21.06.2015 19:07;restart
1145;21.06.2015 20:10;restart
1148;21.06.2015 21:36;wymiana
1148;21.06.2015 22:02;restart
1130;21.06.2015 23:08;wymiana
1151;22.06.2015 00:33;wymiana
1138;22.06.2015 00:36;wymiana
1164;22.06.2015 04:36;wymiana
1165;22.06.2015 06:43;restart
1139;22.06.2015 08:55;wymiana
1150;22.06.2015 10:15;wymiana
1170;22.06.2015 12:13;wymiana
1124;22.06.2015 14:26;wymiana
1127;22.06.2015 15:18;wymiana
1162;22.06.2015 16:13;wymiana
1157;22.06.2015 19:51;wymiana
1146;22.06.2015 20:37;wymiana
1150;22.06.2015 21:20;wymiana
1161;22.06.2015 22:57;wymiana
1149;22.06.2015 23:32;wymiana
1151;23.06.2015 01:06;wymiana
1172;23.06.2015 04:28;wymiana
1174;23.06.2015 05:53;restart
1141;23.06.2015 06:30;restart
1165;23.06.2015 12:45;wymiana
1139;23.06.2015 14:59;wymiana
1158;23.06.2015 15:00;wymiana
1147;23.06.2015 16:36;restart
1149;23.06.2015 18:20;wymiana
1169;23.06.2015 20:51;wymiana
1151;23.06.2015 21:08;wymiana
1170;23.06.2015 21:15;wymiana
1177;23.06.2015 21:55;wymiana
1138;23.06.2015 21:58;restart
1149;23.06.2015 23:23;wymiana
1151;24.06.2015 00:45;restart
1134;24.06.2015 02:30;restart
1139;24.06.2015 03:14;wymiana
1135;24.06.2015 03:44;wymiana
1176;24.06.2015 04:15;wymiana
1150;24.06.2015 05:08;wymiana
1133;24.06.2015 09:02;wymiana
1130;24.06.2015 09:31;wymiana
1166;24.06.2015 10:10;restart
1146;24.06.2015 16:06;restart
1179;24.06.2015 16:21;restart
1160;24.06.2015 16:59;wymiana
1172;24.06.2015 19:03;restart
1173;24.06.2015 20:11;wymiana
1170;25.06.2015 01:15;restart
1179;25.06.2015 02:28;wymiana
1142;25.06.2015 05:01;restart
1173;25.06.2015 10:38;wymiana
1144;25.06.2015 12:01;wymiana
1164;25.06.2015 12:21;wymiana
1144;25.06.2015 13:26;restart
1165;25.06.2015 13:55;restart
1145;25.06.2015 15:24;restart
1173;25.06.2015 16:33;wymiana
1163;25.06.2015 18:56;restart
1168;25.06.2015 20:16;restart
1181;25.06.2015 20:31;restart
1173;25.06.2015 20:49;restart
1149;25.06.2015 23:09;restart
1150;25.06.2015 23:40;restart
1164;26.06.2015 01:04;wymiana
1153;26.06.2015 04:55;wymiana
1157;26.06.2015 05:18;wymiana
1179;26.06.2015 10:56;wymiana
1156;26.06.2015 13:04;restart
1179;26.06.2015 19:17;restart
1190;26.06.2015 19:48;restart
1190;26.06.2015 19:58;wymiana
1157;26.06.2015 20:20;restart
1171;26.06.2015 20:24;restart
1156;26.06.2015 22:41;wymiana
1178;27.06.2015 01:32;wymiana
1176;27.06.2015 05:43;wymiana
1175;27.06.2015 06:23;wymiana
1187;27.06.2015 06:44;restart
1193;27.06.2015 08:03;restart
1187;27.06.2015 08:09;restart
1193;27.06.2015 08:26;wymiana
1184;27.06.2015 11:00;restart
1164;27.06.2015 11:17;restart
1184;27.06.2015 11:59;wymiana
1183;27.06.2015 13:13;wymiana
1190;27.06.2015 16:47;restart
1183;27.06.2015 17:05;wymiana
1157;27.06.2015 18:02;restart
1170;27.06.2015 18:03;restart
1193;27.06.2015 18:22;restart
1187;27.06.2015 21:51;restart
1170;28.06.2015 00:33;wymiana
1181;28.06.2015 04:31;wymiana
1173;28.06.2015 06:15;restart
1184;28.06.2015 07:40;wymiana
1165;28.06.2015 09:17;restart
1166;28.06.2015 09:53;restart
1196;28.06.2015 13:10;wymiana
1195;28.06.2015 14:45;wymiana
1202;28.06.2015 19:37;restart
1199;28.06.2015 20:50;restart
1205;28.06.2015 21:05;restart
1181;28.06.2015 21:33;restart
1200;29.06.2015 04:36;restart
1203;29.06.2015 08:45;restart
1195;29.06.2015 09:25;wymiana
1183;29.06.2015 10:11;restart
1199;29.06.2015 10:14;wymiana
1208;29.06.2015 13:22;restart
1210;29.06.2015 13:38;wymiana
1200;29.06.2015 15:38;wymiana
1195;29.06.2015 19:31;restart
1191;29.06.2015 22:01;restart
1212;30.06.2015 00:39;wymiana
1184;30.06.2015 04:26;restart
1219;30.06.2015 06:46;restart
1195;30.06.2015 06:47;wymiana
1198;30.06.2015 07:40;restart
1183;30.06.2015 08:35;wymiana
1218;30.06.2015 09:26;restart
1188;30.06.2015 15:22;wymiana
1207;30.06.2015 18:27;wymiana
1210;30.06.2015 21:50;wymiana
1184;30.06.2015 23:22;restart
1200;01.07.2015 01:03;restart
1220;01.07.2015 01:03;restart
1204;01.07.2015 03:48;restart
1224;01.07.2015 04:16;restart
1226;01.07.2015 06:02;restart
1203;01.07.2015 06:51;restart
1187;01.07.2015 07:02;wymiana
1187;01.07.2015 09:20;wymiana
1212;01.07.2015 10:19;wymiana
1180;01.07.2015 12:04;restart
1212;01.07.2015 12:45;restart
1224;01.07.2015 13:07;wymiana
1185;01.07.2015 14:07;restart
1225;01.07.2015 20:00;restart
1202;01.07.2015 21:44;restart
1182;01.07.2015 22:09;wymiana
1192;02.07.2015 02:35;wymiana
1225;02.07.2015 03:51;restart
1186;02.07.2015 04:40;wymiana
1201;02.07.2015 05:18;wymiana
1183;02.07.2015 06:01;wymiana
1206;02.07.2015 09:50;restart
1214;02.07.2015 11:56;wymiana
1194;02.07.2015 13:58;restart
1206;02.07.2015 18:21;restart
1221;02.07.2015 18:49;restart
1226;02.07.2015 19:42;wymiana
1202;02.07.2015 21:30;wymiana
1229;02.07.2015 21:57;wymiana
1189;02.07.2015 23:02;restart
1236;03.07.2015 01:24;restart
1200;03.07.2015 05:53;wymiana
1237;03.07.2015 07:29;wymiana
1238;03.07.2015 11:39;restart
1223;03.07.2015 16:16;restart
1203;03.07.2015 18:23;wymiana
1224;03.07.2015 18:55;wymiana
1199;03.07.2015 19:30;restart
1233;03.07.2015 21:20;restart
1225;03.07.2015 21:23;wymiana
1215;03.07.2015 22:42;wymiana
1233;04.07.2015 00:56;wymiana
1197;04.07.2015 01:23;wymiana
1228;04.07.2015 03:45;restart
1206;04.07.2015 05:47;wymiana
1216;04.07.2015 06:06;restart
1244;04.07.2015 06:13;wymiana
1229;04.07.2015 07:17;wymiana
1222;04.07.2015 08:34;restart
1209;04.07.2015 13:35;restart
1225;04.07.2015 15:00;restart
1226;04.07.2015 15:56;wymiana
1200;04.07.2015 16:31;restart
1203;04.07.2015 20:28;wymiana
1199;04.07.2015 23:10;restart
1232;05.07.2015 01:32;restart
1210;05.07.2015 03:28;restart
1211;05.07.2015 06:20;restart
1202;05.07.2015 08:07;restart
1233;05.07.2015 08:17;restart
1238;05.07.2015 09:41;wymiana
1234;05.07.2015 10:25;wymiana
1230;05.07.2015 16:39;wymiana
1250;05.07.2015 22:17;restart
1244;06.07.2015 00:35;wymiana
1248;06.07.2015 01:13;wymiana
1217;06.07.2015 02:55;restart
1213;06.07.2015 04:45;restart
1231;06.07.2015 07:47;wymiana
1240;06.07.2015 09:47;wymiana
1239;06.07.2015 09:48;restart
1227;06.07.2015 11:34;wymiana
1243;06.07.2015 13:50;wymiana
1257;06.07.2015 22:35;restart
1228;07.07.2015 00:34;restart
1264;07.07.2015 01:19;restart
1260;07.07.2015 03:28;wymiana
1254;07.07.2015 03:38;restart
